Артикул,Пристрій,Клас,К-ть пропозицій,Найкраща ціна $,Постачальник,Всі пропозиції
U.061.000-024,Apple IPhone 15 Pro,Скло дисплейного модулю,26,1.65,ocapro,1.65$ ocapro (Опт — Скло дисплея iPhone 15 Pro ORIG 1:1) | 1.76$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro ORIG 1:1) | 2.0$ ocapro (Опт — Скло дисплея iPhone 15 Pro+OCA ORIG 1:1) | 2.12$ ocapro (Опт — Скло дисплея iPhone 15 Pro+OCA (Anti UV) ORIG 1:1) | 2.15$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro+OCA ORIG 1:1) | 2.27$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro+OCA (Anti UV) ORIG 1:1) | 2.3$ refparts (Великий опт — Скло+ОСА G+OCA pro iPhone 15 Pro) | 2.3$ refparts (Великий опт — Скло+ОСА MUSTTBY iPhone 15 Pro) | 2.35$ refparts (Середній опт — Скло+ОСА G+OCA pro iPhone 15 Pro) | 2.35$ refparts (Середній опт — Скло+ОСА MUSTTBY iPhone 15 Pro) | 2.4$ refparts (Дрібний опт — Скло+ОСА G+OCA pro iPhone 15 Pro) | 2.4$ refparts (Дрібний опт — Скло+ОСА MUSTTBY iPhone 15 Pro) | 2.7$ refparts (Великий опт — Скло+ОСА+поляр G+OCA pro iPhone 15 Pro) | 2.75$ refparts (Середній опт — Скло+ОСА+поляр G+OCA pro iPhone 15 Pro) | 2.8$ refparts (Дрібний опт — Скло+ОСА+поляр G+OCA pro iPhone 15 Pro) | 2.9$ ocapro (Опт — скло дисплея iPhone 15 Pro + T-OCA 125u ORIG 1:1) | 2.94$ ocapro (Опт — Скло дисплея iPhone 15 Pro+Polar+OCA ORIG 1:1) | 3.09$ ocapro (Роздріб — скло дисплея iPhone 15 Pro + T-OCA 125u ORIG 1:1) | 3.15$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro+Polar+OCA ORIG 1:1) | 3.35$ refparts (Великий опт — Скло+ОСА Feaglet iPhone 15 Pro) | 3.4$ refparts (Середній опт — Скло+ОСА Feaglet iPhone 15 Pro) | 3.45$ refparts (Дрібний опт — Скло+ОСА Feaglet iPhone 15 Pro) | 3.76$ ocapro (Опт — Скло дисплея iPhone 15 Pro + OCA ORIG 1:1 (Feaglet)) | 4.03$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro + OCA ORIG 1:1 (Feaglet)) | 6.58$ ocapro (Опт — Скло дисплея iPhone 15 pro+OCA ORIG 99%) | 7.05$ ocapro (Роздріб — Скло дисплея iPhone 15 pro+OCA ORIG 99%)
U.066.000-005,Apple IPhone 15 Pro,Чіп захисту ДМ,0,,,
U.074.000-004,Apple IPhone 15 Pro,"Шлейф зі спалахом, мікрофоном і бездротовою зарядкою",0,,,
U.075.000-009,Apple IPhone 15 Pro,Шлейф кнопок гучності і вмикання,0,,,
U.076.000-005,Apple IPhone 15 Pro,Шлейф модулю Bluetooth/NFC,0,,,
U.078.000-004,Apple IPhone 15 Pro,Шлейф модулю WiFi,0,,,
U.078.000-008,Apple IPhone 15 Pro,Шлейф модулю WiFi,0,,,
U.079.000-007,Apple IPhone 15 Pro,Шлейф нижній із зарядним портом і мікрофоном,0,,,
U.081.000-028,Apple IPhone 15 Pro,Кришка корпусу задня без обвісу,17,13.41,ocapro,13.41$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 14.1$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 14.35$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 15.11$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium BIG) | 18.0$ levelparts (𝐂кло корпусу iPhone)
U.081.000-029,Apple IPhone 15 Pro,Кришка корпусу задня без обвісу,17,13.41,ocapro,13.41$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 14.1$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 14.35$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 15.11$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium BIG) | 18.0$ levelparts (𝐂кло корпусу iPhone)
U.081.000-030,Apple IPhone 15 Pro,Кришка корпусу задня без обвісу,17,13.41,ocapro,13.41$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 14.1$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 14.35$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 15.11$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium BIG) | 18.0$ levelparts (𝐂кло корпусу iPhone)
U.081.000-031,Apple IPhone 15 Pro,Кришка корпусу задня без обвісу,17,13.41,ocapro,13.41$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 13.87$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 14.1$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 14.35$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium+camera+frame+magnet) | 14.86$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium+camera+frame+magnet) | 15.11$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium+camera+frame+magnet) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Black Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro Titanium BIG) | 15.28$ ocapro (Опт — Задня кришка iPhone 15 Pro White Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Black Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Blue Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro Titanium BIG) | 16.37$ ocapro (Роздріб — Задня кришка iPhone 15 Pro White Titanium BIG) | 18.0$ levelparts (𝐂кло корпусу iPhone)
U.082.000-003,Apple IPhone 15 Pro,Шлейф модулю GPS,0,,,
U.084.000-043,Apple IPhone 15 Pro,Корпус смартфону в зборі,0,,,
U.084.000-044,Apple IPhone 15 Pro,Корпус смартфону в зборі,0,,,
U.084.000-045,Apple IPhone 15 Pro,Корпус смартфону в зборі,0,,,
U.084.000-046,Apple IPhone 15 Pro,Корпус смартфону в зборі,0,,,
U.127.000-001,Apple IPhone 15 Pro,Шлейф програмування FaceID,0,,,
U.134.000-001,Apple IPhone 15 Pro,Рамка корпуса,0,,,
U.134.000-002,Apple IPhone 15 Pro,Рамка корпуса,0,,,
U.009.000-081,Apple IPhone 15 Pro,АКБ з калібруванням,5,13.63,ocapro,13.63$ ocapro (Опт — Акумулятор iPhone 15 PRO ORIG 3480 mAh) | 14.6$ ocapro (Роздріб — Акумулятор iPhone 15 PRO ORIG 3480 mAh) | 16.62$ ocapro (Опт — Акумулятор iPhone 15 Pro ORIG IOS 18/26 без помилки 3480 mAh) | 17.73$ ocapro (Роздріб — Акумулятор iPhone 15 Pro ORIG IOS 18/26 без помилки 3480 mAh) | 36.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.069.000-008,Apple IPhone 15 Pro,Шлейф верхній з датчиком світла,0,,,
U.183.000-001,,Стікери,0,,,
U.165.000-002,,Клей фотополімерний,0,,,
U.143.000-001,Apple IPhone 15 Pro,Шлейф програмування,0,,,
U.143.000-012,Apple iPhone 16 Pro,Шлейф програмування,0,,,
U.143.000-005,Apple iPhone 15 Pro Max,Шлейф програмування,0,,,
U.143.000-013,Apple iPhone 16 Pro Max,Шлейф програмування,0,,,
U.143.000-007,,Шлейф програмування,0,,,
U.143.000-011,,Шлейф програмування,0,,,
U.143.000-010,,Шлейф програмування,0,,,
U.143.000-009,,Шлейф програмування,0,,,
U.143.000-008,,Шлейф програмування,0,,,
U.016.000-038,Apple IPhone 15 Pro,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-039,Apple IPhone 15 Pro,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-040,Apple IPhone 15 Pro,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-041,Apple IPhone 15 Pro,Гвинти фіксуючі (дисплейні),0,,,
U.049.000-019,Apple IPhone 15 Pro,Проклейка для ДМ,0,,,
U.050.000-007,Apple IPhone 15 Pro,Проклейка корпусна,0,,,
U.050.000-009,Apple iPhone 14,Проклейка корпусна,0,,,
U.008.000-018,Apple IPhone 15 Pro,АКБ без калібрування,9,8.96,ocapro,8.96$ ocapro (Опт — Акумулятор iPhone 15 pro Банка 3274 mAh стандартна ємність) | 9.64$ ocapro (Роздріб — Акумулятор iPhone 15 pro Банка 3274 mAh стандартна ємність) | 10.0$ icracked (Банка (АКБ без контроллера)) | 10.11$ ocapro (Опт — Акумулятор iPhone 15 Pro ORIG Банка підвищена ємність 3480 mAh) | 10.58$ ocapro (Опт — Акумулятор iPhone 15 Pro ORIG Банка підвищена ємність 3480 mAh (Logo)) | 10.83$ ocapro (Роздріб — Акумулятор iPhone 15 Pro ORIG Банка підвищена ємність 3480 mAh) | 11.33$ ocapro (Роздріб — Акумулятор iPhone 15 Pro ORIG Банка підвищена ємність 3480 mAh (Logo)) | 18.0$ icracked (Стандарт 🔄 вживана деталь 100% - 0 циклів) | 19.0$ icracked (Посилена 💪🏼 + лого🍏 🔄 вживана деталь 100% - 0 циклів)
U.134.000-006,Apple IPhone 15 Pro,Рамка корпуса,0,,,
U.134.000-023,Apple iPhone 15 Pro,Рамка корпуса,0,,,
U.061.000-054,Apple IPhone 15 Pro,Скло дисплейного модулю,26,1.65,ocapro,1.65$ ocapro (Опт — Скло дисплея iPhone 15 Pro ORIG 1:1) | 1.76$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro ORIG 1:1) | 2.0$ ocapro (Опт — Скло дисплея iPhone 15 Pro+OCA ORIG 1:1) | 2.12$ ocapro (Опт — Скло дисплея iPhone 15 Pro+OCA (Anti UV) ORIG 1:1) | 2.15$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro+OCA ORIG 1:1) | 2.27$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro+OCA (Anti UV) ORIG 1:1) | 2.3$ refparts (Великий опт — Скло+ОСА G+OCA pro iPhone 15 Pro) | 2.3$ refparts (Великий опт — Скло+ОСА MUSTTBY iPhone 15 Pro) | 2.35$ refparts (Середній опт — Скло+ОСА G+OCA pro iPhone 15 Pro) | 2.35$ refparts (Середній опт — Скло+ОСА MUSTTBY iPhone 15 Pro) | 2.4$ refparts (Дрібний опт — Скло+ОСА G+OCA pro iPhone 15 Pro) | 2.4$ refparts (Дрібний опт — Скло+ОСА MUSTTBY iPhone 15 Pro) | 2.7$ refparts (Великий опт — Скло+ОСА+поляр G+OCA pro iPhone 15 Pro) | 2.75$ refparts (Середній опт — Скло+ОСА+поляр G+OCA pro iPhone 15 Pro) | 2.8$ refparts (Дрібний опт — Скло+ОСА+поляр G+OCA pro iPhone 15 Pro) | 2.9$ ocapro (Опт — скло дисплея iPhone 15 Pro + T-OCA 125u ORIG 1:1) | 2.94$ ocapro (Опт — Скло дисплея iPhone 15 Pro+Polar+OCA ORIG 1:1) | 3.09$ ocapro (Роздріб — скло дисплея iPhone 15 Pro + T-OCA 125u ORIG 1:1) | 3.15$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro+Polar+OCA ORIG 1:1) | 3.35$ refparts (Великий опт — Скло+ОСА Feaglet iPhone 15 Pro) | 3.4$ refparts (Середній опт — Скло+ОСА Feaglet iPhone 15 Pro) | 3.45$ refparts (Дрібний опт — Скло+ОСА Feaglet iPhone 15 Pro) | 3.76$ ocapro (Опт — Скло дисплея iPhone 15 Pro + OCA ORIG 1:1 (Feaglet)) | 4.03$ ocapro (Роздріб — Скло дисплея iPhone 15 Pro + OCA ORIG 1:1 (Feaglet)) | 6.58$ ocapro (Опт — Скло дисплея iPhone 15 pro+OCA ORIG 99%) | 7.05$ ocapro (Роздріб — Скло дисплея iPhone 15 pro+OCA ORIG 99%)
U.009.000-085,Apple IPhone 15 Pro,АКБ з калібруванням,5,13.63,ocapro,13.63$ ocapro (Опт — Акумулятор iPhone 15 PRO ORIG 3480 mAh) | 14.6$ ocapro (Роздріб — Акумулятор iPhone 15 PRO ORIG 3480 mAh) | 16.62$ ocapro (Опт — Акумулятор iPhone 15 Pro ORIG IOS 18/26 без помилки 3480 mAh) | 17.73$ ocapro (Роздріб — Акумулятор iPhone 15 Pro ORIG IOS 18/26 без помилки 3480 mAh) | 36.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.161.000-003,Apple IPhone 15 Pro,Форма полірувальна,0,,,
U.131.000-005,Apple IPhone 15 Pro,Шлейф фронтальної камери,0,,,
U.131.000-007,Apple iPhone 15,Шлейф фронтальної камери,0,,,
U.131.000-008,Apple iPhone 15 Pro Max,Шлейф фронтальної камери,0,,,
U.008.000-007,Apple IPhone 15 Pro Max,АКБ без калібрування,9,10.05,ocapro,10.05$ ocapro (Опт — Акумулятор iPhone 15 pro max Банка 4422 mAh стандартна ємність) | 10.82$ ocapro (Роздріб — Акумулятор iPhone 15 pro max Банка 4422 mAh стандартна ємність) | 11.0$ icracked (Банка (АКБ без контроллера)) | 12.46$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG Банка підвищена ємність 4750 mAh) | 12.7$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG Банка підвищена ємність 4750 mAh (Logo)) | 13.35$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG Банка підвищена ємність 4750 mAh) | 13.6$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG Банка підвищена ємність 4750 mAh (Logo)) | 19.0$ icracked (Стандарт 🔄 вживана деталь 100% - 0 циклів) | 20.0$ icracked (Посилена 💪🏼 + лого🍏 🔄 вживана деталь 100% - 0 циклів)
U.009.000-073,Apple IPhone 15 Pro Max,АКБ з калібруванням,5,15.98,ocapro,15.98$ ocapro (Опт — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 17.12$ ocapro (Роздріб — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 18.63$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 19.88$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 38.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-074,Apple IPhone 15 Pro Max,АКБ з калібруванням,5,15.98,ocapro,15.98$ ocapro (Опт — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 17.12$ ocapro (Роздріб — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 18.63$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 19.88$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 38.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-007,Apple IPhone 15 Pro Max,АКБ з калібруванням,5,15.98,ocapro,15.98$ ocapro (Опт — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 17.12$ ocapro (Роздріб — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 18.63$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 19.88$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 38.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-008,Apple IPhone 15 Pro Max,АКБ з калібруванням,5,15.98,ocapro,15.98$ ocapro (Опт — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 17.12$ ocapro (Роздріб — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 18.63$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 19.88$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 38.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-015,Apple IPhone 15 Pro Max,АКБ з калібруванням,5,15.98,ocapro,15.98$ ocapro (Опт — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 17.12$ ocapro (Роздріб — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 18.63$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 19.88$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 38.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-076,Apple IPhone 15 Pro Max,АКБ з калібруванням,5,15.98,ocapro,15.98$ ocapro (Опт — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 17.12$ ocapro (Роздріб — Акумулятор iPhone 15 PRO MAX ORIG 4750 mAh) | 18.63$ ocapro (Опт — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 19.88$ ocapro (Роздріб — Акумулятор iPhone 15 Pro Max ORIG IOS 18/26 без помилки 4750 mAh) | 38.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.014.000-007,Apple IPhone 15 Pro Max,Вібро-мотор,0,,,
U.016.000-012,Apple IPhone 15 Pro Max,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-013,Apple IPhone 15 Pro Max,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-014,Apple IPhone 15 Pro Max,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-015,Apple IPhone 15 Pro Max,Гвинти фіксуючі (дисплейні),0,,,
U.020.000-004,Apple IPhone 15 Pro Max,Датчик освітелння,0,,,
U.021.000-009,Apple IPhone 15 Pro Max,Динамік верхній (Speaker),0,,,
U.022.000-009,Apple IPhone 15 Pro Max,Динамік нижній (Buzzer),0,,,
U.023.000-044,Apple IPhone 15 Pro Max,Дисплейний модуль,2,86.95,ocapro,86.95$ ocapro (Опт — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz) | 93.17$ ocapro (Роздріб — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz)
U.023.000-008,Apple IPhone 15 Pro Max,Дисплейний модуль,2,86.95,ocapro,86.95$ ocapro (Опт — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz) | 93.17$ ocapro (Роздріб — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz)
U.023.000-056,Apple IPhone 15 Pro Max,Дисплейний модуль,2,86.95,ocapro,86.95$ ocapro (Опт — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz) | 93.17$ ocapro (Роздріб — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz)
U.023.000-057,Apple IPhone 15 Pro Max,Дисплейний модуль,2,86.95,ocapro,86.95$ ocapro (Опт — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz) | 93.17$ ocapro (Роздріб — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz)
U.023.000-058,Apple IPhone 15 Pro Max,Дисплейний модуль,2,86.95,ocapro,86.95$ ocapro (Опт — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz) | 93.17$ ocapro (Роздріб — Дисплей iPhone 15 Pro Max OLED Soft 120 Hz)
U.024.000-016,Apple IPhone 15 Pro Max,Кришка корпусу задня з обвісом,0,,,
U.024.000-017,Apple IPhone 15 Pro Max,Кришка корпусу задня з обвісом,0,,,
U.024.000-018,Apple IPhone 15 Pro Max,Кришка корпусу задня з обвісом,0,,,
U.024.000-019,Apple IPhone 15 Pro Max,Кришка корпусу задня з обвісом,0,,,
U.026.000-005,Apple IPhone 15 Pro Max,Камера основна з лідаром,0,,,
U.026.000-009,Apple IPhone 15 Pro Max,Камера основна з лідаром,0,,,
U.027.000-003,Apple IPhone 15 Pro Max,Камера фронтальна з FaceID,0,,,
U.033.000-005,Apple IPhone 15 Pro Max,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.035.000-004,Apple IPhone 15 Pro Max,Комплект скла основної камери,2,2.4,ocapro,2.4$ ocapro (Опт — Скло камери iPhone 15  Pro Max ORIG 3 шт.) | 2.55$ ocapro (Роздріб — Скло камери iPhone 15  Pro Max ORIG 3 шт.)
U.035.000-013,Apple IPhone 15 Pro Max,Комплект скла основної камери,2,2.4,ocapro,2.4$ ocapro (Опт — Скло камери iPhone 15  Pro Max ORIG 3 шт.) | 2.55$ ocapro (Роздріб — Скло камери iPhone 15  Pro Max ORIG 3 шт.)
U.035.000-015,Apple IPhone 15 Pro Max,Комплект скла основної камери,2,2.4,ocapro,2.4$ ocapro (Опт — Скло камери iPhone 15  Pro Max ORIG 3 шт.) | 2.55$ ocapro (Роздріб — Скло камери iPhone 15  Pro Max ORIG 3 шт.)
U.042.000-006,Apple IPhone 15 Pro Max,Датчик лідар,0,,,
U.048.000-002,Apple IPhone 15 Pro Max,Проклейка для АКБ,0,,,
U.049.000-004,Apple IPhone 15 Pro Max,Проклейка для ДМ,0,,,
U.049.000-009,Apple IPhone 15 Pro Max,Проклейка для ДМ,0,,,
U.050.000-003,Apple IPhone 15 Pro Max,Проклейка корпусна,0,,,
